Company,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,Touchscreen,IPS_panel,Cpu_brand,SSD,HDD,FlashStorage,Gpu_brand,Price
Lenovo,Ultrabook,14.0,2560x1440,8,Windows,1.17,0,1,Intel Core i7,512,0,0,Intel,151797.6
HP,2 in 1 Convertible,13.3,1366x768,8,Windows,1.58,1,1,Intel Core i5,256,0,0,Intel,75294.0
Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.32,0,1,Intel Core i5,256,0,0,Intel,134910.0
Dell,Gaming,17.3,3840x2160,32,Windows,4.36,0,0,Intel Core i7,2000,1000,0,Nvidia,329346.0
MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i7,1128,1000,0,Nvidia,121363.2
Lenovo,Notebook,15.6,1366x768,4,No ,1.9,0,0,Intel Core i5,0,1000,0,Intel,44091.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,1128,1000,0,AMD,64710.0
Dell,2 in 1 Convertible,13.3,1920x1080,4,Windows,1.71,1,0,Intel Core i3,0,1000,0,Intel,58410.0
Dell,Notebook,15.6,1366x768,8,Linux,2.32,0,0,Intel Core i5,0,1000,0,AMD,53056.8
HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,AMD processor,0,1000,0,AMD,44010.0
Acer,Gaming,17.3,1920x1080,16,Windows,4.2,0,1,Intel Core i7,1128,1000,0,Nvidia,174150.0
Dell,Notebook,15.6,1366x768,12,Windows,2.25,0,0,Intel Core i5,0,1000,0,Intel,58410.0
HP,Notebook,15.6,1920x1080,6,Windows,2.1,0,0,AMD processor,1128,1000,0,AMD,58500.0
Acer,Notebook,15.6,1366x768,4,Windows,2.4,0,0,Intel Core i5,0,500,0,Intel,50310.0
Lenovo,Notebook,13.3,1920x1080,8,Windows,1.44,0,1,Intel Core i5,256,0,0,Intel,86400.0
Lenovo,Notebook,15.6,1920x1080,4,Windows,1.85,0,0,Intel Core i7,0,1000,0,Intel,70110.0
HP,Workstation,15.6,1920x1080,16,Windows,2.6,0,0,Intel Core i7,256,0,0,Nvidia,217710.0
Dell,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.55,1,0,Intel Core i5,0,1000,0,Intel,59310.0
MSI,Gaming,15.6,1920x1080,16,Windows,1.8,0,0,Intel Core i7,1256,1000,0,Nvidia,188503.2
Acer,Notebook,15.6,1366x768,4,Windows,2.4,0,0,Intel Core i3,0,500,0,Intel,36972.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i7,1128,1000,0,Nvidia,108630.0
Dell,Notebook,15.6,1366x768,8,Windows,2.0,0,0,Intel Core i3,256,0,0,Intel,59850.0
Toshiba,Notebook,14.0,1920x1080,8,Windows,1.25,1,1,Intel Core i5,256,0,0,Intel,138150.0
Lenovo,2 in 1 Convertible,14.0,1920x1080,8,Windows,1.7,1,0,Intel Core i5,256,0,0,Intel,89910.0
Lenovo,Workstation,15.6,3840x2160,16,Windows,2.5,0,1,Intel Core i7,1000,0,0,Nvidia,296910.0
Acer,Notebook,14.0,1366x768,2,Chrome ,1.68,0,0,Other Intel,0,0,32,Intel,29700.0
Samsung,Ultrabook,13.3,1920x1080,16,Windows,0.81,0,0,Intel Core i7,256,0,0,Intel,148410.0
HP,Notebook,15.6,1920x1080,8,Windows,1.86,0,0,Intel Core i3,256,0,0,Intel,48510.0
Dell,Notebook,14.0,1366x768,8,Windows,1.6,0,0,Intel Core i5,256,0,0,Intel,101403.9
HP,Workstation,17.3,1920x1080,16,Windows,3.0,0,1,Other Intel,256,0,0,Nvidia,395010.0
Lenovo,Netbook,11.6,1366x768,4,Windows,1.4,1,0,Other Intel,128,0,0,Intel,42750.0
HP,Notebook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i5,256,0,0,Intel,171000.0
Asus,Notebook,15.6,1366x768,4,No ,2.45,0,0,Intel Core i5,0,1000,0,Nvidia,52110.0
Lenovo,Ultrabook,14.0,1920x1080,4,Windows,1.7,0,0,Intel Core i5,180,0,0,Intel,98640.0
Asus,Notebook,15.6,1366x768,4,Windows,2.37,0,0,Intel Core i7,256,0,0,Intel,76491.0
Lenovo,2 in 1 Convertible,13.3,3200x1800,8,Windows,1.3,1,1,Intel Core i5,256,0,0,Intel,107910.0
HP,Notebook,15.6,1920x1080,8,Windows,2.2,0,1,Intel Core i5,1128,1000,0,Nvidia,98910.0
HP,Workstation,15.6,1920x1080,8,Windows,2.59,0,0,Intel Core i7,256,0,0,Nvidia,140490.0
Dell,Gaming,15.6,3840x2160,16,Windows,4.42,0,1,Intel Core i7,1256,1000,0,Nvidia,258209.1
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i5,256,0,0,Intel,53910.0
Lenovo,Gaming,15.6,1920x1080,8,Windows,2.5,0,1,Intel Core i7,1128,1000,0,Nvidia,94320.0
Dell,Ultrabook,12.5,1920x1080,16,Windows,1.18,0,0,Intel Core i7,256,0,0,Intel,167310.0
Google,Ultrabook,12.3,2400x1600,8,Chrome ,1.1,1,0,Intel Core i5,256,0,0,Intel,140310.0
Asus,Ultrabook,13.3,3200x1800,8,Windows,1.2,0,1,Intel Core i5,256,0,0,Intel,101610.0
Dell,Notebook,13.3,1366x768,4,Windows,1.65,0,0,Intel Core i3,0,500,0,Intel,76410.0
Acer,Notebook,13.3,1366x768,4,Windows,1.6,0,0,Intel Core i5,128,0,0,Intel,58950.0
Asus,Notebook,17.3,1366x768,4,Windows,2.8,0,0,Other Intel,0,1000,0,Nvidia,42330.6
Dell,Gaming,15.6,3840x2160,16,Windows,2.72,1,1,Intel Core i7,1128,1000,0,Nvidia,98910.0
Samsung,Ultrabook,13.3,1920x1080,8,Windows,1.31,1,0,Intel Core i7,256,0,0,Intel,143910.0
Acer,Notebook,15.6,1366x768,4,Linux,2.1,0,0,Other Intel,0,1000,0,Intel,26820.0
Dell,Notebook,15.6,1920x1080,16,Windows,2.3,0,0,Intel Core i7,256,0,0,AMD,106314.3
Samsung,2 in 1 Convertible,15.0,1920x1080,16,Windows,1.71,1,0,Intel Core i7,256,0,0,AMD,161910.0
Toshiba,Notebook,14.0,1366x768,4,Windows,1.75,0,1,Intel Core i5,128,0,0,Intel,91800.0
Dell,Gaming,15.6,1920x1080,8,Windows,2.62,0,0,Intel Core i7,0,1000,0,Nvidia,98910.0
HP,Ultrabook,12.5,1366x768,4,Windows,1.26,0,0,Intel Core i5,256,0,0,Intel,111960.0
Asus,2 in 1 Convertible,15.6,1920x1080,12,Windows,2.3,1,0,Intel Core i7,0,2000,0,Nvidia,75510.0
Lenovo,Notebook,15.6,3840x2160,16,Windows,2.5,0,0,Intel Core i7,512,0,0,Nvidia,213300.0
Acer,Notebook,14.0,1920x1080,4,Windows,1.8,0,1,Intel Core i3,128,0,0,Intel,57240.0
Razer,Gaming,14.0,1920x1080,16,Windows,1.95,0,0,Intel Core i7,512,0,0,Nvidia,260910.0
Asus,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Other Intel,128,0,0,Intel,52371.0
Dell,Gaming,17.3,1920x1080,32,Windows,4.42,0,1,Intel Core i7,2000,1000,0,Nvidia,322992.0
Asus,Gaming,17.3,1920x1080,16,Windows,4.3,0,1,Intel Core i7,1256,1000,0,Nvidia,211500.0
Toshiba,Ultrabook,14.0,1920x1080,16,Windows,1.47,0,1,Intel Core i7,512,0,0,Nvidia,158760.0
Lenovo,Notebook,15.6,1366x768,8,No ,2.2,0,0,Other Intel,0,1000,0,Intel,29610.0
Lenovo,Ultrabook,14.0,1920x1080,16,Windows,1.7,0,0,Intel Core i7,512,0,0,Intel,206910.0
MSI,Gaming,14.0,1920x1080,16,Windows,1.6,0,1,Intel Core i7,1256,1000,0,Nvidia,170190.0
MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,1128,1000,0,Nvidia,98010.0
Lenovo,Gaming,15.6,1920x1080,4,Windows,2.4,0,1,Intel Core i7,0,1000,0,Nvidia,89910.0
Acer,Gaming,17.3,1920x1080,16,Windows,4.2,0,1,Intel Core i7,1256,1000,0,Nvidia,206910.0
Dell,Gaming,15.6,1920x1080,8,Windows,2.62,0,0,Intel Core i5,256,0,0,Nvidia,88650.0
Asus,Gaming,15.6,1920x1080,8,Windows,2.24,0,0,Intel Core i7,1128,1000,0,Nvidia,120510.0
Vero,Notebook,14.0,1920x1080,4,Windows,1.22,0,0,Other Intel,0,0,32,Intel,18261.0
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.37,1,1,Intel Core i7,512,0,0,Intel,177300.0
Lenovo,2 in 1 Convertible,15.6,1920x1080,8,Windows,2.08,1,0,Intel Core i5,256,0,0,AMD,86310.0
Apple,Ultrabook,12.0,2304x1440,8,Mac,0.92,0,1,Other Intel,0,0,512,Intel,104850.0
Lenovo,2 in 1 Convertible,14.0,2560x1440,8,Windows,1.42,1,1,Intel Core i5,256,0,0,Intel,209700.0
Asus,Notebook,14.0,1366x768,4,Windows,1.63,0,0,Other Intel,0,0,32,Intel,26910.0
Dell,Notebook,15.6,1366x768,8,Windows,1.95,0,0,Intel Core i5,128,0,0,Intel,72900.0
Lenovo,2 in 1 Convertible,13.9,1920x1080,8,Windows,1.38,1,1,Intel Core i7,256,0,0,Intel,121410.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i3,256,0,0,AMD,66510.0
HP,Workstation,15.6,1920x1080,8,Windows,3.14,0,0,Intel Core i7,256,0,0,Nvidia,185841.0
Asus,Notebook,15.6,1920x1080,8,Windows,2.37,0,0,Intel Core i5,256,0,0,Intel,98910.0
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.29,0,0,Intel Core i5,256,0,0,Intel,134910.0
Dell,Notebook,15.6,3840x2160,8,Windows,2.06,1,0,Intel Core i5,256,0,0,Nvidia,157410.0
Dell,Netbook,11.6,1366x768,4,Windows,1.63,0,0,Other Intel,128,0,0,Intel,66960.0
HP,Netbook,12.5,1366x768,8,Windows,1.26,0,0,Intel Core i5,256,0,0,Intel,125010.0
Toshiba,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i5,0,500,0,Intel,70200.0
HP,Notebook,15.6,1366x768,8,Windows,2.04,0,0,AMD processor,0,2000,0,AMD,56610.0
Dell,Gaming,15.6,3840x2160,16,Windows,2.62,0,0,Intel Core i7,512,0,0,Nvidia,151110.0
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.4,0,0,Intel Core i5,0,1000,0,Nvidia,54810.0
HP,Gaming,17.3,1920x1080,12,Windows,3.74,0,1,Intel Core i7,0,1000,0,AMD,157410.0
MSI,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1512,1000,0,Nvidia,217350.0
Samsung,Ultrabook,13.3,1920x1080,8,Windows,0.81,0,0,Intel Core i5,256,0,0,Intel,134910.0
Dell,Notebook,15.6,1920x1080,8,Windows,1.98,0,0,Intel Core i7,0,1000,0,Nvidia,86490.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.18,0,0,Intel Core i5,256,0,0,AMD,71082.9
Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.32,0,0,Intel Core i7,256,0,0,Intel,167310.0
Razer,Ultrabook,12.5,3840x2160,16,Windows,1.29,1,1,Intel Core i7,512,0,0,Intel,161910.0
HP,Netbook,11.6,1366x768,4,Chrome ,1.23,0,0,Other Intel,0,0,16,Intel,34650.0
Dell,Gaming,17.3,1920x1080,16,Windows,4.36,0,1,Intel Core i7,1128,1000,0,Nvidia,225451.8
Dell,Notebook,14.0,1366x768,4,Windows,1.76,0,0,Intel Core i5,0,500,0,Intel,67950.0
Lenovo,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i3,0,500,0,Intel,44091.0
Toshiba,Ultrabook,14.0,1366x768,4,Windows,1.25,0,0,Intel Core i5,128,0,0,Intel,98100.0
Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.13,0,1,Intel Core i7,512,0,0,Intel,224910.0
MSI,Gaming,15.6,1920x1080,8,Windows,2.4,0,0,Intel Core i5,256,0,0,Nvidia,107910.0
Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.13,0,1,Intel Core i5,0,0,256,Intel,168750.0
Toshiba,Notebook,14.0,1366x768,4,Windows,1.75,0,0,Other Intel,128,0,0,Intel,44910.0
Asus,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.1,1,0,Intel Core i5,256,0,0,Intel,122220.0
Dell,Notebook,14.0,1366x768,4,Windows,1.76,0,0,Intel Core i3,0,500,0,Intel,52650.0
Acer,Netbook,11.6,1366x768,4,Chrome ,1.35,0,1,Other Intel,0,0,32,Intel,31950.0
Acer,Notebook,14.0,1920x1080,8,Windows,1.5,0,1,Intel Core i3,128,0,0,Intel,55710.0
Razer,Gaming,17.3,3840x2160,32,Windows,3.49,1,0,Intel Core i7,512,0,0,Nvidia,494910.0
Lenovo,Ultrabook,14.0,2560x1440,16,Windows,1.1,0,1,Intel Core i7,512,0,0,Intel,188910.0
Asus,Notebook,15.6,1920x1080,4,Linux,2.1,0,0,Intel Core i5,0,1000,0,Nvidia,46710.0
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.7,0,0,Intel Core i5,256,0,0,Intel,106740.0
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.32,0,1,Intel Core i5,256,0,0,Intel,148500.0
Dell,Gaming,15.6,1920x1080,16,Windows,3.21,0,0,Intel Core i7,1256,1000,0,Nvidia,249716.7
Asus,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1256,1000,0,Nvidia,217710.0
Toshiba,Notebook,15.6,1366x768,4,Windows,2.0,0,0,Intel Core i3,0,500,0,Intel,60210.0
Lenovo,Notebook,14.0,1366x768,4,Chrome ,1.5,0,0,Other Intel,0,0,16,Intel,29250.0
Asus,Notebook,15.6,1920x1080,8,Windows,2.3,0,0,Intel Core i5,0,128,0,Intel,53100.0
Asus,Gaming,17.3,1920x1080,16,Windows,2.73,0,0,Intel Core i7,1512,1000,0,Nvidia,161910.0
Dell,Gaming,17.3,1920x1080,32,Windows,4.42,0,1,Intel Core i7,1512,1000,0,Nvidia,276560.1
HP,Notebook,17.3,1600x900,8,Windows,2.63,0,0,Intel Core i5,0,1000,0,Nvidia,81900.0
Dell,Notebook,15.6,1366x768,8,Windows,2.18,0,0,Intel Core i5,128,0,0,Intel,64259.1
HP,Ultrabook,14.0,1920x1080,8,Windows,1.54,0,0,Intel Core i7,512,0,0,Intel,168300.0
Dell,Notebook,15.6,1920x1080,4,Windows,2.18,0,0,Intel Core i7,256,0,0,AMD,66510.0
HP,2 in 1 Convertible,11.6,1366x768,4,Chrome ,1.4,1,0,Other Intel,0,0,32,Intel,55350.0
Asus,Ultrabook,13.3,1920x1080,8,Windows,1.45,0,1,Intel Core i5,512,0,0,Nvidia,92340.0
HP,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.28,1,0,Intel Core i5,256,0,0,Intel,204930.0
HP,Ultrabook,14.0,1920x1080,8,Windows,1.54,0,0,Intel Core i7,512,0,0,Intel,132120.0
HP,Notebook,15.6,1366x768,4,No ,1.86,0,0,Other Intel,128,0,0,Intel,26910.0
Asus,Gaming,15.6,1920x1080,16,Windows,2.1,0,0,Intel Core i7,1128,1000,0,Nvidia,170910.0
Dell,Notebook,17.3,1920x1080,8,Linux,2.83,0,0,Intel Core i7,0,1000,0,AMD,77850.0
Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.96,0,1,Intel Core i7,256,0,0,Nvidia,171270.0
Asus,Notebook,15.6,1920x1080,8,Windows,2.3,0,1,Intel Core i7,256,0,0,Nvidia,70830.0
Dell,Notebook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,128,0,0,Intel,85050.0
Asus,Notebook,15.6,1366x768,4,Windows,2.0,0,0,Other Intel,0,1000,0,Intel,40410.0
HP,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.28,1,0,Intel Core i7,256,0,0,Intel,230310.0
Dell,Notebook,13.3,1920x1080,8,Windows,1.62,1,0,Intel Core i5,0,1000,0,Intel,58410.0
Lenovo,Notebook,15.6,1920x1080,4,No ,2.2,0,0,Intel Core i3,0,1000,0,Intel,42210.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.3,0,1,Intel Core i5,0,1000,0,Intel,76559.4
HP,Notebook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i5,256,0,0,AMD,121410.0
Toshiba,Notebook,13.3,1920x1080,4,Windows,1.05,0,0,Intel Core i5,128,0,0,Intel,115650.0
Lenovo,Gaming,15.6,1920x1080,8,No ,2.5,0,1,Intel Core i5,0,1000,0,Nvidia,91530.0
Dell,Ultrabook,13.3,3200x1800,16,Windows,1.29,1,0,Intel Core i7,512,0,0,Intel,201600.0
HP,Notebook,15.6,1920x1080,4,Windows,2.07,0,0,Intel Core i5,0,500,0,Intel,81900.0
Toshiba,Ultrabook,13.3,1366x768,8,Windows,1.2,0,0,Intel Core i5,256,0,0,Intel,98550.0
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.37,1,1,Intel Core i7,256,0,0,Intel,175500.0
Acer,Notebook,14.0,1920x1080,8,Windows,1.56,0,1,Intel Core i5,256,0,0,Intel,81180.0
Dell,Workstation,15.6,1920x1080,8,Windows,2.23,0,0,Intel Core i7,0,1000,0,Nvidia,160020.0
Lenovo,Notebook,15.6,1366x768,4,Windows,2.38,0,0,Intel Core i5,0,500,0,Intel,94950.0
Lenovo,Notebook,15.6,1920x1080,4,No ,2.2,0,0,Intel Core i3,0,1000,0,AMD,43110.0
Toshiba,Notebook,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i7,256,0,0,Intel,124920.0
Lenovo,Notebook,13.3,1920x1080,4,Windows,1.44,0,1,Intel Core i3,180,0,0,Intel,66150.0
Samsung,Ultrabook,15.0,1920x1080,16,Windows,1.23,0,0,Intel Core i7,256,0,0,Nvidia,166410.0
Dell,Ultrabook,12.5,1920x1080,8,Windows,1.6,0,0,Intel Core i7,256,0,0,Intel,152100.0
Asus,Notebook,15.6,1366x768,4,Linux,2.0,0,0,Other Intel,0,1000,0,Intel,35909.1
Xiaomi,Ultrabook,13.3,1920x1080,8,Windows,1.28,0,1,Intel Core i5,256,0,0,Nvidia,84150.0
Dell,Notebook,15.6,1920x1080,4,Windows,2.18,0,0,Intel Core i5,1128,1000,0,Nvidia,82125.0
HP,Notebook,15.6,1920x1080,4,Windows,2.04,0,0,Intel Core i5,256,0,0,Intel,75510.0
HP,2 in 1 Convertible,13.3,1920x1080,4,Windows,1.28,1,0,Intel Core i5,256,0,0,Intel,153000.0
HP,2 in 1 Convertible,15.6,1366x768,4,Windows,2.3,1,0,Intel Core i5,0,500,0,Intel,61631.99999999999
Asus,Notebook,14.1,1366x768,4,Windows,1.65,0,0,Other Intel,0,0,32,Intel,31320.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.2,0,1,Intel Core i7,0,1000,0,Nvidia,60210.0
Dell,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel,0,500,0,Intel,33210.0
HP,2 in 1 Convertible,13.3,1920x1080,4,Windows,1.28,1,0,Intel Core i5,256,0,0,Intel,161910.0
Dell,Notebook,15.6,1366x768,4,Linux,2.18,0,0,Intel Core i3,0,1000,0,AMD,41013.0
Asus,Gaming,17.3,1920x1080,12,Windows,2.2,0,0,Intel Core i5,1128,1000,0,Nvidia,123291.0
Acer,Netbook,11.6,1366x768,4,Chrome ,1.25,0,1,Other Intel,0,0,32,Intel,26730.0
Lenovo,Notebook,17.3,1600x900,4,Windows,2.8,0,0,AMD processor,0,500,0,AMD,34110.0
HP,Notebook,14.0,1920x1080,4,Windows,1.95,0,0,Intel Core i5,128,0,0,Intel,113850.0
HP,2 in 1 Convertible,13.3,3200x1800,16,Windows,1.42,1,0,Intel Core i7,256,0,0,Intel,125910.0
Samsung,Ultrabook,15.0,1920x1080,8,Windows,1.17,0,0,Intel Core i7,256,0,0,Intel,152910.0
Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.32,0,1,Intel Core i5,256,0,0,Intel,161910.0
MSI,Gaming,17.3,3840x2160,16,Windows,2.43,0,1,Intel Core i7,2512,2000,0,Nvidia,238410.0
Toshiba,Notebook,13.3,1920x1080,8,Windows,1.05,0,0,Intel Core i5,256,0,0,Intel,132750.0
Dell,Gaming,15.6,1920x1080,8,Linux,2.62,0,0,Intel Core i7,0,1000,0,Nvidia,83610.0
HP,Notebook,15.6,1920x1080,8,Windows,2.04,0,0,Intel Core i7,0,1000,0,Nvidia,81000.0
Dell,Notebook,15.6,1366x768,4,Windows,2.18,0,0,Intel Core i3,0,1000,0,AMD,55260.0
Dell,Notebook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,0,500,0,Intel,84150.0
Dell,2 in 1 Convertible,13.3,3200x1800,8,Windows,1.24,1,0,Intel Core i7,512,0,0,Intel,181179.0
Asus,Gaming,17.3,1920x1080,32,Windows,3.58,0,1,Intel Core i7,512,0,0,Nvidia,115110.0
Dell,2 in 1 Convertible,13.3,1920x1080,16,Windows,1.22,1,0,Intel Core i7,256,0,0,Intel,148410.0
Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.13,0,1,Intel Core i7,0,0,256,Intel,184410.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,1.95,0,1,Intel Core i5,512,0,0,Intel,176669.1
LG,Ultrabook,15.6,1920x1080,16,Windows,1.08,1,1,Intel Core i7,512,0,0,Intel,188910.0
HP,Netbook,12.5,1920x1080,8,Windows,1.26,0,0,Intel Core i7,512,0,0,Intel,133470.0
Acer,Notebook,15.6,1920x1080,4,Chrome ,2.2,0,1,Other Intel,0,0,16,Intel,32310.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.6,0,1,Intel Core i5,1128,1000,0,Nvidia,71010.0
LG,Ultrabook,14.0,1920x1080,8,Windows,0.98,1,1,Intel Core i7,512,0,0,Intel,170910.0
Dell,Notebook,14.0,1920x1080,8,Windows,1.6,0,0,Intel Core i5,256,0,0,Intel,108450.0
HP,Ultrabook,12.5,3840x2160,8,Windows,1.09,1,0,Other Intel,240,0,0,Intel,279000.0
Lenovo,Notebook,15.6,1920x1080,6,Windows,2.2,0,0,Intel Core i7,256,0,0,Nvidia,71010.0
HP,Notebook,15.6,1920x1080,8,Windows,2.04,0,0,Intel Core i7,256,0,0,Nvidia,91709.1
Acer,Notebook,15.6,1920x1080,4,Windows,2.4,0,0,Intel Core i3,0,1000,0,Intel,44910.0
Lenovo,Notebook,13.3,1920x1080,4,Windows,1.44,0,0,Intel Core i5,128,0,0,Intel,79290.0
HP,Notebook,13.3,1920x1080,8,Windows,1.49,0,0,Intel Core i5,256,0,0,Intel,86400.0
MSI,Gaming,17.3,1920x1080,16,Windows,2.7,0,0,Intel Core i7,1256,1000,0,Nvidia,143910.0
Dell,Gaming,15.6,1920x1080,16,Windows,2.6,0,0,Intel Core i7,1128,1000,0,Nvidia,121410.0
MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,1128,1000,0,Nvidia,100791.9
Dell,Notebook,15.6,1366x768,4,Windows,2.18,0,0,Intel Core i5,0,1000,0,AMD,61649.1
HP,Ultrabook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i7,256,0,0,AMD,116729.1
HP,Ultrabook,13.3,3200x1800,8,Windows,1.39,1,0,Intel Core i7,256,0,0,Intel,103410.0
Toshiba,Notebook,15.6,1920x1080,16,Windows,2.4,0,1,Intel Core i7,256,0,0,Nvidia,177750.0
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.37,1,1,Intel Core i5,512,0,0,Intel,164250.0
Dell,Notebook,15.6,1366x768,4,Windows,1.95,0,0,Intel Core i5,0,500,0,Intel,65691.0
Lenovo,Ultrabook,12.5,1920x1080,8,Windows,1.36,0,1,Intel Core i7,256,0,0,Intel,148500.0
HP,Notebook,15.6,1920x1080,8,Windows,2.31,0,0,Intel Core i5,256,0,0,Intel,104850.0
Dell,Notebook,15.6,1366x768,4,Windows,2.18,0,0,Intel Core i5,0,1000,0,Intel,63725.4
HP,Notebook,14.0,1366x768,4,Windows,1.95,0,0,Intel Core i5,0,500,0,Intel,103410.0
Lenovo,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel,0,1000,0,Intel,27810.0
HP,Ultrabook,12.5,1920x1080,4,Windows,1.26,0,0,Intel Core i5,0,500,0,Intel,142110.0
HP,Notebook,15.6,1366x768,4,No ,1.86,0,0,Other Intel,0,1000,0,Intel,26001.0
Lenovo,2 in 1 Convertible,13.3,3200x1800,16,Windows,1.3,1,1,Intel Core i7,1000,0,0,Intel,161910.0
Toshiba,Notebook,14.0,1920x1080,4,Windows,1.47,0,1,Intel Core i5,128,0,0,Intel,99450.0
HP,Netbook,12.5,1920x1080,8,Windows,1.26,0,0,Intel Core i5,256,0,0,Intel,150210.0
Dell,Notebook,15.6,1366x768,4,Windows,2.18,0,0,Intel Core i3,0,1000,0,Intel,50274.0
MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,1128,1000,0,Nvidia,107910.0
Dell,Ultrabook,14.0,1920x1080,8,Windows,1.36,0,0,Intel Core i5,256,0,0,Intel,147510.0
Dell,Gaming,17.3,2560x1440,16,Windows,4.36,0,0,Intel Core i7,1512,1000,0,Nvidia,248220.0
HP,Gaming,17.3,1920x1080,8,Windows,2.75,0,1,Intel Core i5,1128,1000,0,Nvidia,125910.0
Asus,Notebook,17.3,1600x900,4,Windows,2.8,0,0,Other Intel,0,1000,0,Nvidia,47700.0
Acer,Notebook,15.6,1366x768,4,Windows,2.23,0,0,Intel Core i5,0,500,0,Intel,55710.0
Toshiba,Notebook,15.6,1366x768,8,Windows,2.2,0,0,Intel Core i5,256,0,0,Intel,100710.0
Lenovo,2 in 1 Convertible,11.3,1920x1080,8,Windows,1.1,1,1,Other Intel,256,0,0,Intel,116910.0
Lenovo,Gaming,15.6,1920x1080,16,Windows,2.5,0,1,AMD processor,1512,1000,0,AMD,89910.0
Dell,Ultrabook,12.5,1920x1080,8,Windows,1.36,1,0,Intel Core i5,256,0,0,Intel,132498.0
Lenovo,Notebook,15.6,1920x1080,8,No ,2.2,0,0,Intel Core i7,0,1000,0,Nvidia,61650.0
Dell,Notebook,17.3,1600x900,4,Windows,2.36,0,0,Intel Core i3,0,1000,0,AMD,59310.0
Acer,Notebook,14.0,1366x768,4,Chrome ,1.68,0,0,Other Intel,0,0,32,Intel,31410.0
HP,Workstation,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i7,8,0,0,Nvidia,202410.0
Dell,Ultrabook,14.0,1920x1080,8,Windows,1.36,0,0,Intel Core i7,256,0,0,Intel,159750.0
Toshiba,Notebook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i5,256,0,0,Intel,131400.0
Asus,2 in 1 Convertible,12.5,1920x1080,8,Chrome ,1.2,0,0,Other Intel,0,0,64,Intel,104310.0
Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.7,0,1,Intel Core i7,256,0,0,Intel,134009.1
Dell,Gaming,17.3,3840x2160,16,Windows,4.36,0,1,Intel Core i7,1512,1000,0,Nvidia,283860.0
Dell,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.24,1,0,Intel Core i5,256,0,0,Intel,170910.0
HP,2 in 1 Convertible,11.6,1366x768,4,Windows,1.45,1,0,Other Intel,256,0,0,Intel,69750.0
Dell,Ultrabook,13.3,3200x1800,8,Windows,1.3,0,0,Intel Core i7,256,0,0,Intel,114120.0
